district_number,district_name,station_number,station_name,last_name,first_name,party_name,votes
48001,Banff--Airdrie,34,Lochend,Richards,Blake,Conservative,267
48001,Banff--Airdrie,35,Madden,Boissonneault,Joanne,NDP,5
48001,Banff--Airdrie,35,Madden,MacDonald,Mike,Green Party,9
48001,Banff--Airdrie,35,Madden,Raynolds,Marlo,Liberal,21
48001,Banff--Airdrie,35,Madden,Richards,Blake,Conservative,246
48001,Banff--Airdrie,36,Crossfield,Boissonneault,Joanne,NDP,8
48001,Banff--Airdrie,36,Crossfield,MacDonald,Mike,Green Party,7
48001,Banff--Airdrie,36,Crossfield,Raynolds,Marlo,Liberal,52
48001,Banff--Airdrie,36,Crossfield,Richards,Blake,Conservative,229
48001,Banff--Airdrie,37,Crossfield,Boissonneault,Joanne,NDP,8
48001,Banff--Airdrie,37,Crossfield,MacDonald,Mike,Green Party,6
48001,Banff--Airdrie,37,Crossfield,Raynolds,Marlo,Liberal,31
48001,Banff--Airdrie,37,Crossfield,Richards,Blake,Conservative,245
48001,Banff--Airdrie,38,Crossfield,Boissonneault,Joanne,NDP,0
48001,Banff--Airdrie,38,Crossfield,MacDonald,Mike,Green Party,0
48001,Banff--Airdrie,38,Crossfield,Raynolds,Marlo,Liberal,0
48001,Banff--Airdrie,38,Crossfield,Richards,Blake,Conservative,0
48001,Banff--Airdrie,39,Crossfield,Boissonneault,Joanne,NDP,19
48001,Banff--Airdrie,39,Crossfield,MacDonald,Mike,Green Party,14
48001,Banff--Airdrie,39,Crossfield,Raynolds,Marlo,Liberal,50
48001,Banff--Airdrie,39,Crossfield,Richards,Blake,Conservative,196
48001,Banff--Airdrie, 40A,Crossfield,Boissonneault,Joanne,NDP,7
48001,Banff--Airdrie, 40A,Crossfield,MacDonald,Mike,Green Party,6
48001,Banff--Airdrie, 40A,Crossfield,Raynolds,Marlo,Liberal,17
48001,Banff--Airdrie, 40A,Crossfield,Richards,Blake,Conservative,163
48001,Banff--Airdrie, 40B,Crossfield,Boissonneault,Joanne,NDP,6
48001,Banff--Airdrie, 40B,Crossfield,MacDonald,Mike,Green Party,9
48001,Banff--Airdrie, 40B,Crossfield,Raynolds,Marlo,Liberal,20
48001,Banff--Airdrie, 40B,Crossfield,Richards,Blake,Conservative,128
48001,Banff--Airdrie,41,Crossfield,Boissonneault,Joanne,NDP,10
48001,Banff--Airdrie,41,Crossfield,MacDonald,Mike,Green Party,9
48001,Banff--Airdrie,41,Crossfield,Raynolds,Marlo,Liberal,42
48001,Banff--Airdrie,41,Crossfield,Richards,Blake,Conservative,195
48001,Banff--Airdrie,42,Crossfield,Boissonneault,Joanne,NDP,7
48001,Banff--Airdrie,42,Crossfield,MacDonald,Mike,Green Party,11
48001,Banff--Airdrie,42,Crossfield,Raynolds,Marlo,Liberal,22
48001,Banff--Airdrie,42,Crossfield,Richards,Blake,Conservative,299
48001,Banff--Airdrie,43,Airdrie,Boissonneault,Joanne,NDP,4
48001,Banff--Airdrie,43,Airdrie,MacDonald,Mike,Green Party,2
48001,Banff--Airdrie,43,Airdrie,Raynolds,Marlo,Liberal,21
48001,Banff--Airdrie,43,Airdrie,Richards,Blake,Conservative,188
48001,Banff--Airdrie,44,Airdrie,Boissonneault,Joanne,NDP,2
48001,Banff--Airdrie,44,Airdrie,MacDonald,Mike,Green Party,6
48001,Banff--Airdrie,44,Airdrie,Raynolds,Marlo,Liberal,15
48001,Banff--Airdrie,44,Airdrie,Richards,Blake,Conservative,156
48001,Banff--Airdrie, 45A,Airdrie,Boissonneault,Joanne,NDP,19
48001,Banff--Airdrie, 45A,Airdrie,MacDonald,Mike,Green Party,10
48001,Banff--Airdrie, 45A,Airdrie,Raynolds,Marlo,Liberal,77
48001,Banff--Airdrie, 45A,Airdrie,Richards,Blake,Conservative,156
48001,Banff--Airdrie, 45B,Airdrie,Boissonneault,Joanne,NDP,16
48001,Banff--Airdrie, 45B,Airdrie,MacDonald,Mike,Green Party,1
48001,Banff--Airdrie, 45B,Airdrie,Raynolds,Marlo,Liberal,69
48001,Banff--Airdrie, 45B,Airdrie,Richards,Blake,Conservative,181
48001,Banff--Airdrie,46,Airdrie,Boissonneault,Joanne,NDP,11
48001,Banff--Airdrie,46,Airdrie,MacDonald,Mike,Green Party,4
48001,Banff--Airdrie,46,Airdrie,Raynolds,Marlo,Liberal,40
48001,Banff--Airdrie,46,Airdrie,Richards,Blake,Conservative,151
48001,Banff--Airdrie,47,Airdrie,Boissonneault,Joanne,NDP,6
48001,Banff--Airdrie,47,Airdrie,MacDonald,Mike,Green Party,0
48001,Banff--Airdrie,47,Airdrie,Raynolds,Marlo,Liberal,25
48001,Banff--Airdrie,47,Airdrie,Richards,Blake,Conservative,149
48001,Banff--Airdrie,48,Airdrie,Boissonneault,Joanne,NDP,6
48001,Banff--Airdrie,48,Airdrie,MacDonald,Mike,Green Party,4
48001,Banff--Airdrie,48,Airdrie,Raynolds,Marlo,Liberal,25
48001,Banff--Airdrie,48,Airdrie,Richards,Blake,Conservative,147
48001,Banff--Airdrie,49,Airdrie,Boissonneault,Joanne,NDP,10
48001,Banff--Airdrie,49,Airdrie,MacDonald,Mike,Green Party,5
48001,Banff--Airdrie,49,Airdrie,Raynolds,Marlo,Liberal,50
48001,Banff--Airdrie,49,Airdrie,Richards,Blake,Conservative,177
48001,Banff--Airdrie,50,Airdrie,Boissonneault,Joanne,NDP,7
48001,Banff--Airdrie,50,Airdrie,MacDonald,Mike,Green Party,4
48001,Banff--Airdrie,50,Airdrie,Raynolds,Marlo,Liberal,27
48001,Banff--Airdrie,50,Airdrie,Richards,Blake,Conservative,172
48001,Banff--Airdrie,51,Airdrie,Boissonneault,Joanne,NDP,6
48001,Banff--Airdrie,51,Airdrie,MacDonald,Mike,Green Party,11
48001,Banff--Airdrie,51,Airdrie,Raynolds,Marlo,Liberal,49
48001,Banff--Airdrie,51,Airdrie,Richards,Blake,Conservative,170
48001,Banff--Airdrie,52,Airdrie,Boissonneault,Joanne,NDP,12
48001,Banff--Airdrie,52,Airdrie,MacDonald,Mike,Green Party,10
48001,Banff--Airdrie,52,Airdrie,Raynolds,Marlo,Liberal,60
48001,Banff--Airdrie,52,Airdrie,Richards,Blake,Conservative,224
48001,Banff--Airdrie,53,Airdrie,Boissonneault,Joanne,NDP,23
48001,Banff--Airdrie,53,Airdrie,MacDonald,Mike,Green Party,13
48001,Banff--Airdrie,53,Airdrie,Raynolds,Marlo,Liberal,55
48001,Banff--Airdrie,53,Airdrie,Richards,Blake,Conservative,201
48001,Banff--Airdrie, 54A,Airdrie,Boissonneault,Joanne,NDP,13
48001,Banff--Airdrie, 54A,Airdrie,MacDonald,Mike,Green Party,10
48001,Banff--Airdrie, 54A,Airdrie,Raynolds,Marlo,Liberal,55
48001,Banff--Airdrie, 54A,Airdrie,Richards,Blake,Conservative,137
48001,Banff--Airdrie, 54B,Airdrie,Boissonneault,Joanne,NDP,13
48001,Banff--Airdrie, 54B,Airdrie,MacDonald,Mike,Green Party,5
48001,Banff--Airdrie, 54B,Airdrie,Raynolds,Marlo,Liberal,60
48001,Banff--Airdrie, 54B,Airdrie,Richards,Blake,Conservative,179
48001,Banff--Airdrie, 54C,Airdrie,Boissonneault,Joanne,NDP,9
48001,Banff--Airdrie, 54C,Airdrie,MacDonald,Mike,Green Party,4
48001,Banff--Airdrie, 54C,Airdrie,Raynolds,Marlo,Liberal,50
48001,Banff--Airdrie, 54C,Airdrie,Richards,Blake,Conservative,138
48001,Banff--Airdrie,55,Airdrie,Boissonneault,Joanne,NDP,11
48001,Banff--Airdrie,55,Airdrie,MacDonald,Mike,Green Party,3
48001,Banff--Airdrie,55,Airdrie,Raynolds,Marlo,Liberal,40
48001,Banff--Airdrie,55,Airdrie,Richards,Blake,Conservative,145
48001,Banff--Airdrie,56,Airdrie,Boissonneault,Joanne,NDP,15
48001,Banff--Airdrie,56,Airdrie,MacDonald,Mike,Green Party,8
48001,Banff--Airdrie,56,Airdrie,Raynolds,Marlo,Liberal,62
48001,Banff--Airdrie,56,Airdrie,Richards,Blake,Conservative,175
48001,Banff--Airdrie,57,Airdrie,Boissonneault,Joanne,NDP,21
48001,Banff--Airdrie,57,Airdrie,MacDonald,Mike,Green Party,12
48001,Banff--Airdrie,57,Airdrie,Raynolds,Marlo,Liberal,71
48001,Banff--Airdrie,57,Airdrie,Richards,Blake,Conservative,220
48001,Banff--Airdrie,58,Airdrie,Boissonneault,Joanne,NDP,17
48001,Banff--Airdrie,58,Airdrie,MacDonald,Mike,Green Party,12
48001,Banff--Airdrie,58,Airdrie,Raynolds,Marlo,Liberal,45
48001,Banff--Airdrie,58,Airdrie,Richards,Blake,Conservative,163
48001,Banff--Airdrie,59,Airdrie,Boissonneault,Joanne,NDP,18
48001,Banff--Airdrie,59,Airdrie,MacDonald,Mike,Green Party,13
48001,Banff--Airdrie,59,Airdrie,Raynolds,Marlo,Liberal,51
