district_number,district_name,station_number,station_name,last_name,first_name,party_name,votes
13001,Acadie--Bathurst, 43A,Caraquet,Girouard-Riordon,Riba,Conservative,2
13001,Acadie--Bathurst, 43A,Caraquet,Godin,Jason,NDP-New Democratic Party,35
13001,Acadie--Bathurst, 43B,Mobile poll/Bureau itinérant,Breau,Dominique,Green Party,0
13001,Acadie--Bathurst, 43B,Mobile poll/Bureau itinérant,Cormier,Serge,Liberal,0
13001,Acadie--Bathurst, 43B,Mobile poll/Bureau itinérant,Girouard-Riordon,Riba,Conservative,0
13001,Acadie--Bathurst, 43B,Mobile poll/Bureau itinérant,Godin,Jason,NDP-New Democratic Party,0
13001,Acadie--Bathurst,44,Maisonnette,Breau,Dominique,Green Party,1
13001,Acadie--Bathurst,44,Maisonnette,Cormier,Serge,Liberal,51
13001,Acadie--Bathurst,44,Maisonnette,Girouard-Riordon,Riba,Conservative,1
13001,Acadie--Bathurst,44,Maisonnette,Godin,Jason,NDP-New Democratic Party,102
13001,Acadie--Bathurst,45,Maisonnette,Breau,Dominique,Green Party,2
13001,Acadie--Bathurst,45,Maisonnette,Cormier,Serge,Liberal,40
13001,Acadie--Bathurst,45,Maisonnette,Girouard-Riordon,Riba,Conservative,4
13001,Acadie--Bathurst,45,Maisonnette,Godin,Jason,NDP-New Democratic Party,103
13001,Acadie--Bathurst,46,Grande Anse,Breau,Dominique,Green Party,1
13001,Acadie--Bathurst,46,Grande Anse,Cormier,Serge,Liberal,66
13001,Acadie--Bathurst,46,Grande Anse,Girouard-Riordon,Riba,Conservative,6
13001,Acadie--Bathurst,46,Grande Anse,Godin,Jason,NDP-New Democratic Party,52
13001,Acadie--Bathurst,47,Dugas--Anse-Bleu,Breau,Dominique,Green Party,5
13001,Acadie--Bathurst,47,Dugas--Anse-Bleu,Cormier,Serge,Liberal,47
13001,Acadie--Bathurst,47,Dugas--Anse-Bleu,Girouard-Riordon,Riba,Conservative,0
13001,Acadie--Bathurst,47,Dugas--Anse-Bleu,Godin,Jason,NDP-New Democratic Party,69
13001,Acadie--Bathurst,48,Grande Anse,Breau,Dominique,Green Party,2
13001,Acadie--Bathurst,48,Grande Anse,Cormier,Serge,Liberal,61
13001,Acadie--Bathurst,48,Grande Anse,Girouard-Riordon,Riba,Conservative,4
13001,Acadie--Bathurst,48,Grande Anse,Godin,Jason,NDP-New Democratic Party,86
13001,Acadie--Bathurst,49,Grande Anse,Breau,Dominique,Green Party,1
13001,Acadie--Bathurst,49,Grande Anse,Cormier,Serge,Liberal,83
13001,Acadie--Bathurst,49,Grande Anse,Girouard-Riordon,Riba,Conservative,6
13001,Acadie--Bathurst,49,Grande Anse,Godin,Jason,NDP-New Democratic Party,55
13001,Acadie--Bathurst,50,Saint-Léolin,Breau,Dominique,Green Party,1
13001,Acadie--Bathurst,50,Saint-Léolin,Cormier,Serge,Liberal,86
13001,Acadie--Bathurst,50,Saint-Léolin,Girouard-Riordon,Riba,Conservative,9
13001,Acadie--Bathurst,50,Saint-Léolin,Godin,Jason,NDP-New Democratic Party,74
13001,Acadie--Bathurst,51,Saint-Léolin,Breau,Dominique,Green Party,3
13001,Acadie--Bathurst,51,Saint-Léolin,Cormier,Serge,Liberal,108
13001,Acadie--Bathurst,51,Saint-Léolin,Girouard-Riordon,Riba,Conservative,4
13001,Acadie--Bathurst,51,Saint-Léolin,Godin,Jason,NDP-New Democratic Party,71
13001,Acadie--Bathurst,52,Pokeshaw,Breau,Dominique,Green Party,5
13001,Acadie--Bathurst,52,Pokeshaw,Cormier,Serge,Liberal,43
13001,Acadie--Bathurst,52,Pokeshaw,Girouard-Riordon,Riba,Conservative,51
13001,Acadie--Bathurst,52,Pokeshaw,Godin,Jason,NDP-New Democratic Party,36
13001,Acadie--Bathurst, 53A,Petit-Paquetville,Breau,Dominique,Green Party,2
13001,Acadie--Bathurst, 53A,Petit-Paquetville,Cormier,Serge,Liberal,84
13001,Acadie--Bathurst, 53A,Petit-Paquetville,Girouard-Riordon,Riba,Conservative,7
13001,Acadie--Bathurst, 53A,Petit-Paquetville,Godin,Jason,NDP-New Democratic Party,78
13001,Acadie--Bathurst, 53B,Mobile poll/Bureau itinérant,Breau,Dominique,Green Party,0
13001,Acadie--Bathurst, 53B,Mobile poll/Bureau itinérant,Cormier,Serge,Liberal,0
13001,Acadie--Bathurst, 53B,Mobile poll/Bureau itinérant,Girouard-Riordon,Riba,Conservative,0
13001,Acadie--Bathurst, 53B,Mobile poll/Bureau itinérant,Godin,Jason,NDP-New Democratic Party,0
13001,Acadie--Bathurst,54,Rang-Saint-Georges,Breau,Dominique,Green Party,0
13001,Acadie--Bathurst,54,Rang-Saint-Georges,Cormier,Serge,Liberal,83
13001,Acadie--Bathurst,54,Rang-Saint-Georges,Girouard-Riordon,Riba,Conservative,2
13001,Acadie--Bathurst,54,Rang-Saint-Georges,Godin,Jason,NDP-New Democratic Party,91
13001,Acadie--Bathurst,55,Rang-Saint-Georges,Breau,Dominique,Green Party,2
13001,Acadie--Bathurst,55,Rang-Saint-Georges,Cormier,Serge,Liberal,86
13001,Acadie--Bathurst,55,Rang-Saint-Georges,Girouard-Riordon,Riba,Conservative,5
13001,Acadie--Bathurst,55,Rang-Saint-Georges,Godin,Jason,NDP-New Democratic Party,80
13001,Acadie--Bathurst,56,Paquetville,Breau,Dominique,Green Party,1
13001,Acadie--Bathurst,56,Paquetville,Cormier,Serge,Liberal,85
13001,Acadie--Bathurst,56,Paquetville,Girouard-Riordon,Riba,Conservative,3
13001,Acadie--Bathurst,56,Paquetville,Godin,Jason,NDP-New Democratic Party,67
13001,Acadie--Bathurst,57,Burnsville,Breau,Dominique,Green Party,2
13001,Acadie--Bathurst,57,Burnsville,Cormier,Serge,Liberal,79
13001,Acadie--Bathurst,57,Burnsville,Girouard-Riordon,Riba,Conservative,5
13001,Acadie--Bathurst,57,Burnsville,Godin,Jason,NDP-New Democratic Party,122
13001,Acadie--Bathurst,58,Duguayville,Breau,Dominique,Green Party,1
13001,Acadie--Bathurst,58,Duguayville,Cormier,Serge,Liberal,51
13001,Acadie--Bathurst,58,Duguayville,Girouard-Riordon,Riba,Conservative,1
13001,Acadie--Bathurst,58,Duguayville,Godin,Jason,NDP-New Democratic Party,62
13001,Acadie--Bathurst,59,Blanchard Settlement,Breau,Dominique,Green Party,3
13001,Acadie--Bathurst,59,Blanchard Settlement,Cormier,Serge,Liberal,102
13001,Acadie--Bathurst,59,Blanchard Settlement,Girouard-Riordon,Riba,Conservative,7
13001,Acadie--Bathurst,59,Blanchard Settlement,Godin,Jason,NDP-New Democratic Party,92
13001,Acadie--Bathurst,60,Maltampec,Breau,Dominique,Green Party,9
13001,Acadie--Bathurst,60,Maltampec,Cormier,Serge,Liberal,123
13001,Acadie--Bathurst,60,Maltampec,Girouard-Riordon,Riba,Conservative,8
13001,Acadie--Bathurst,60,Maltampec,Godin,Jason,NDP-New Democratic Party,80
13001,Acadie--Bathurst, 61A,Maltampec,Breau,Dominique,Green Party,4
13001,Acadie--Bathurst, 61A,Maltampec,Cormier,Serge,Liberal,90
13001,Acadie--Bathurst, 61A,Maltampec,Girouard-Riordon,Riba,Conservative,6
13001,Acadie--Bathurst, 61A,Maltampec,Godin,Jason,NDP-New Democratic Party,87
13001,Acadie--Bathurst, 61B,Mobile poll/Bureau itinérant,Breau,Dominique,Green Party,0
13001,Acadie--Bathurst, 61B,Mobile poll/Bureau itinérant,Cormier,Serge,Liberal,0
13001,Acadie--Bathurst, 61B,Mobile poll/Bureau itinérant,Girouard-Riordon,Riba,Conservative,0
