district_number,district_name,station_number,station_name,last_name,first_name,party_name,votes
46001,Brandon--Souris,58,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,23
46001,Brandon--Souris,58,Brandon,Wyman,Jodi,Liberal,140
46001,Brandon--Souris,59,Brandon,Maguire,Larry,Conservative,56
46001,Brandon--Souris,59,Brandon,Neufeld,David,Green Party,14
46001,Brandon--Souris,59,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,24
46001,Brandon--Souris,59,Brandon,Wyman,Jodi,Liberal,105
46001,Brandon--Souris,60,Brandon,Maguire,Larry,Conservative,99
46001,Brandon--Souris,60,Brandon,Neufeld,David,Green Party,17
46001,Brandon--Souris,60,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,30
46001,Brandon--Souris,60,Brandon,Wyman,Jodi,Liberal,110
46001,Brandon--Souris,61,Brandon,Maguire,Larry,Conservative,69
46001,Brandon--Souris,61,Brandon,Neufeld,David,Green Party,17
46001,Brandon--Souris,61,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,16
46001,Brandon--Souris,61,Brandon,Wyman,Jodi,Liberal,90
46001,Brandon--Souris,62,Brandon,Maguire,Larry,Conservative,117
46001,Brandon--Souris,62,Brandon,Neufeld,David,Green Party,9
46001,Brandon--Souris,62,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,25
46001,Brandon--Souris,62,Brandon,Wyman,Jodi,Liberal,150
46001,Brandon--Souris,63,Brandon,Maguire,Larry,Conservative,123
46001,Brandon--Souris,63,Brandon,Neufeld,David,Green Party,14
46001,Brandon--Souris,63,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,27
46001,Brandon--Souris,63,Brandon,Wyman,Jodi,Liberal,95
46001,Brandon--Souris,64,Brandon,Maguire,Larry,Conservative,68
46001,Brandon--Souris,64,Brandon,Neufeld,David,Green Party,9
46001,Brandon--Souris,64,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,10
46001,Brandon--Souris,64,Brandon,Wyman,Jodi,Liberal,75
46001,Brandon--Souris,65,Brandon,Maguire,Larry,Conservative,46
46001,Brandon--Souris,65,Brandon,Neufeld,David,Green Party,16
46001,Brandon--Souris,65,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,18
46001,Brandon--Souris,65,Brandon,Wyman,Jodi,Liberal,88
46001,Brandon--Souris,66,Brandon,Maguire,Larry,Conservative,43
46001,Brandon--Souris,66,Brandon,Neufeld,David,Green Party,9
46001,Brandon--Souris,66,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,10
46001,Brandon--Souris,66,Brandon,Wyman,Jodi,Liberal,73
46001,Brandon--Souris,67,Brandon,Maguire,Larry,Conservative,46
46001,Brandon--Souris,67,Brandon,Neufeld,David,Green Party,14
46001,Brandon--Souris,67,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,26
46001,Brandon--Souris,67,Brandon,Wyman,Jodi,Liberal,61
46001,Brandon--Souris,68,Brandon,Maguire,Larry,Conservative,25
46001,Brandon--Souris,68,Brandon,Neufeld,David,Green Party,19
46001,Brandon--Souris,68,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,27
46001,Brandon--Souris,68,Brandon,Wyman,Jodi,Liberal,103
46001,Brandon--Souris,69,Brandon,Maguire,Larry,Conservative,40
46001,Brandon--Souris,69,Brandon,Neufeld,David,Green Party,7
46001,Brandon--Souris,69,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,12
46001,Brandon--Souris,69,Brandon,Wyman,Jodi,Liberal,65
46001,Brandon--Souris,70,Brandon,Maguire,Larry,Conservative,55
46001,Brandon--Souris,70,Brandon,Neufeld,David,Green Party,18
46001,Brandon--Souris,70,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,20
46001,Brandon--Souris,70,Brandon,Wyman,Jodi,Liberal,114
46001,Brandon--Souris,71,Brandon,Maguire,Larry,Conservative,36
46001,Brandon--Souris,71,Brandon,Neufeld,David,Green Party,27
46001,Brandon--Souris,71,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,18
46001,Brandon--Souris,71,Brandon,Wyman,Jodi,Liberal,76
46001,Brandon--Souris,72,Brandon,Maguire,Larry,Conservative,79
46001,Brandon--Souris,72,Brandon,Neufeld,David,Green Party,9
46001,Brandon--Souris,72,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,30
46001,Brandon--Souris,72,Brandon,Wyman,Jodi,Liberal,115
46001,Brandon--Souris,73,Brandon,Maguire,Larry,Conservative,50
46001,Brandon--Souris,73,Brandon,Neufeld,David,Green Party,12
46001,Brandon--Souris,73,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,17
46001,Brandon--Souris,73,Brandon,Wyman,Jodi,Liberal,147
46001,Brandon--Souris,74,Brandon,Maguire,Larry,Conservative,72
46001,Brandon--Souris,74,Brandon,Neufeld,David,Green Party,18
46001,Brandon--Souris,74,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,21
46001,Brandon--Souris,74,Brandon,Wyman,Jodi,Liberal,117
46001,Brandon--Souris,75,Brandon,Maguire,Larry,Conservative,37
46001,Brandon--Souris,75,Brandon,Neufeld,David,Green Party,18
46001,Brandon--Souris,75,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,18
46001,Brandon--Souris,75,Brandon,Wyman,Jodi,Liberal,98
46001,Brandon--Souris, 76A,Brandon,Maguire,Larry,Conservative,61
46001,Brandon--Souris, 76A,Brandon,Neufeld,David,Green Party,8
46001,Brandon--Souris, 76A,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,10
46001,Brandon--Souris, 76A,Brandon,Wyman,Jodi,Liberal,101
46001,Brandon--Souris, 76B,Brandon,Maguire,Larry,Conservative,54
46001,Brandon--Souris, 76B,Brandon,Neufeld,David,Green Party,8
46001,Brandon--Souris, 76B,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,13
46001,Brandon--Souris, 76B,Brandon,Wyman,Jodi,Liberal,60
46001,Brandon--Souris,77,Brandon,Maguire,Larry,Conservative,78
46001,Brandon--Souris,77,Brandon,Neufeld,David,Green Party,9
46001,Brandon--Souris,77,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,22
46001,Brandon--Souris,77,Brandon,Wyman,Jodi,Liberal,139
46001,Brandon--Souris, 78A,Brandon,Maguire,Larry,Conservative,83
46001,Brandon--Souris, 78A,Brandon,Neufeld,David,Green Party,7
46001,Brandon--Souris, 78A,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,14
46001,Brandon--Souris, 78A,Brandon,Wyman,Jodi,Liberal,85
46001,Brandon--Souris, 78B,Brandon,Maguire,Larry,Conservative,69
46001,Brandon--Souris, 78B,Brandon,Neufeld,David,Green Party,7
46001,Brandon--Souris, 78B,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,8
46001,Brandon--Souris, 78B,Brandon,Wyman,Jodi,Liberal,71
46001,Brandon--Souris,79,Brandon,Maguire,Larry,Conservative,115
46001,Brandon--Souris,79,Brandon,Neufeld,David,Green Party,3
